59;1
65;1
73;1
85;1
86;1
87;1
94;1
97;1
102;1
103;1
88;2
104;2
108;2
109;2
110;2
92;3
95;3
98;3
99;3
100;3
105;3
90;4
93;4
101;4
107;4
91;5
106;5
111;1
112;5
113;1
116;1
114;2
115;6
117;3
123;1
124;1
118;1
119;5
120;2
121;1
122;2
125;3
126;1
127;1
128;5
129;3
130;2
131;1
132;1
133;5
134;4
135;5
136;1
137;3
138;2
139;5
140;4
141;1
142;3
143;2
144;2
145;4
146;4
147;2
148;5
149;4
150;3
151;2
152;1
153;1
154;2
155;2
156;3
157;2
158;5
159;2
161;2
162;5
163;2
168;2
166;3
160;3
164;1
165;4
167;1
170;4
171;2
172;5
173;1
174;5
175;2
176;1
178;1
177;2
179;6
180;6
181;5
182;4
183;4
184;3
185;5
186;3
187;2
189;2
188;1
190;3
191;2
192;4
193;5
194;3
196;3
197;1
198;1
200;1
201;1
202;4
203;3
204;3
205;5
206;2
207;4
208;3
209;1
210;5
211;1
214;1
215;4
217;4
218;1
220;4
221;4
224;4
223;1
225;1
213;2
216;2
219;3
222;4
226;1
227;5
228;1
229;3
230;5
231;4
232;5
233;2
234;5
235;2
236;5
237;1
238;5
239;4
240;5
241;5
245;5
244;5
243;4
246;4
242;3
247;2
248;3
249;4
250;4
252;5
253;4
254;2
255;1
257;3
256;2
258;3
259;5
262;5
261;3
263;3
260;2
264;4
265;2
266;4
267;4
268;3
270;4
271;4
272;2
273;3
274;2
275;2
277;2
278;4
280;2
281;5
282;2
283;3
285;1
286;3
291;1
289;1
288;1
292;1
287;2
293;5
296;1
297;2
298;5
299;3
300;4
301;5
303;3
304;2
306;2
308;3
309;5
311;1
312;2
313;5
314;4
315;5
316;2
317;1
318;3
321;3
319;5
320;1
322;4
323;3
324;3
325;5
326;4
327;3
329;5
330;3
331;1
332;3
333;1
334;4
341;3
352;4
342;5
340;2
339;4
338;4
337;3
343;3
336;4
335;6
357;2
344;4
345;4
346;3
347;4
348;3
349;2
350;4
351;1
353;2
354;4
355;5
356;5
358;1
360;4
361;1
362;2
363;3
364;4
365;5
366;2
367;3
368;3
369;4
370;4
371;5
372;1
373;2
374;4
377;6
375;5
376;5
378;4
379;5
380;4
381;5
385;4
382;1
383;3
384;2
386;4
387;2
388;5
389;4
390;5
391;4
392;3
393;3
394;2
396;4
397;1
398;1
399;1
400;5
401;2
402;1
403;1
404;2
405;4
406;5
407;4
410;5
409;5
411;2
413;2
414;1
415;3
416;5
417;3
419;2
420;3
422;2
424;5
427;4
428;2
429;3
431;4
432;3
433;2
435;2
436;2
438;3
439;1
440;3
441;3
442;5
443;3
444;3
446;3
447;5
448;2
449;5
450;3
451;5
452;3
453;2
454;2
455;3
456;2
457;3
458;1
460;1
461;1
462;1
463;1
464;3
465;2
466;5
467;1
468;3
469;1
470;3
471;4
472;1
473;5
474;2
475;4
476;1
477;5
478;1
479;2
480;2
481;3
482;5
483;3
484;2
