1;"";"0000-00-00 00:00:00";"";"2019-05-30 08:27:00";"";"2019-05-30 08:44:00";"fm3";"A";1;"BR";"Melder";"Me";"";"";"";"";"BR";"f";"";"Bitte einen KdoW mit Fahrer ab 300900Mai19 f&uuml;r die Verbandsf&uuml;hrung am Parkplatz der Mensa bereitstellen. Das Fahrzeug wird bis ca. 301100Mai19 ben&ouml;tigt.";"2019-05-30 08:27:00";"EAL DLRG WE";"el";"EL";"2019-05-30 10:58:00";"si";"S2_rt,EL_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 10:58:29"
2;"Fu";"2019-05-30 09:47:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";2;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 1 ist mit Zugst&auml;rke 2/10/41//53 der EAl1 unterstellt.";"2019-05-30 09:47:00";"WRZ 1";"";"";"2019-05-30 10:49:00";"si";"S2_rt,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 10:48:56"
3;"Fu";"2019-05-30 10:26:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";3;"WRZ 11";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 11 ist mit einer St&auml;rke von 1/10/35//46+1 der EAL1 unterstellt";"2019-05-30 10:26:00";"WRZ 11                        ";"";"";"2019-05-30 11:06:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:05:45"
4;"Fu";"2019-05-30 10:29:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";4;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 in der St&auml;rke 1/11/38//50 der EAL1 unterstellt, aktueller Standort Sammelraum";"2019-05-30 10:29:00";"WRZ 8";"";"";"2019-05-30 11:06:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:05:59"
5;"Fu";"2019-05-30 10:40:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";5;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 in Marsch Richtung BR";"2019-05-30 10:40:00";"WRZ8";"";"";"2019-05-30 11:34:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:34:07"
6;"Fu";"2019-05-30 10:41:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";6;"WRZ 8 / 11";"";"";"";"";"Fu";"";"EAL DLRG WE";"f";"";"WRZ 8 u. 11 verlegen in Bereitstellungsraum";"2019-05-30 10:41:00";"WRZ 8 / 11                 ";"";"";"2019-05-30 11:34:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:34:12"
7;"Fu";"2019-05-30 10:45:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";7;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 1 befindet sich noch im Sammelraum";"2019-05-30 10:45:00";"WRZ 1";"";"";"2019-05-30 11:34:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:34:18"
8;"Fu";"2019-05-30 10:59:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";8;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Eintreffen BR";"2019-05-30 10:59:00";"WRZ 8";"";"";"2019-05-30 11:34:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:34:26"
9;"";"0000-00-00 00:00:00";"";"2019-05-30 11:00:00";"";"2019-05-30 11:02:00";"fm2";"A";9;"KooSt";"";"Fu";"";"";"Fu";"";"Koordinierungsstelle LV Westfalen";"f";"";"Frage nach Status WRZ 5";"2019-05-30 11:00:00";"EAL DLRG WE";"el";"EL";"2019-05-30 12:02:00";"si";"S2_rt,EL_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 12:01:51"
10;"Fu";"2019-05-30 11:00:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";10;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Alle WRZ an EAL 1 &uuml;bergeben. KooSt verlegt Richtung BR.";"2019-05-30 11:00:00";"KooSt";"";"";"2019-05-30 11:37:00";"si";"S2_rt,EL_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:37:12"
11;"";"0000-00-00 00:00:00";"";"2019-05-30 11:02:00";"";"2019-05-30 11:04:00";"fm2";"A";11;"BR";"";"Fu";"";"";"Me";"";"BR";"f";"";"Bitte Getr&auml;nke etc. f&uuml;r Bereitsschaftsf&uuml;hrung und FMBST bereitstellen. ";"2019-05-30 11:02:00";"EAL DLRG WE";"el";"EL";"2019-05-30 11:48:00";"si";"S2_rt,EL_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:47:50"
12;"Fu";"2019-05-30 11:03:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";12;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ5 wurde telefonisch der EAL1 unterstellt und soll sich in k&uuml;rze Melden";"2019-05-30 11:03:00";"KooSt";"";"";"2019-05-30 11:41:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 11:41:07"
13;"";"0000-00-00 00:00:00";"";"2019-05-30 11:04:00";"";"2019-05-30 11:05:00";"fm2";"A";13;"FmBSt";"";"Me";"";"";"";"";"FMBST";"f";"";"St&auml;rkemeldung abegeben an EAL";"2019-05-30 11:04:00";"EAL DLRG WE";"el";"EL";"2019-05-30 12:02:00";"si";"S2_rt,EL_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 12:02:07"
14;"";"0000-00-00 00:00:00";"";"2019-05-30 11:05:00";"";"2019-05-30 11:06:00";"fm2";"A";14;"FMBST";"";"Me";"";"";"";"";"FMBST";"f";"";"Bitte ein Techniker in die EAL";"2019-05-30 11:05:00";"EAL DLRG WE";"el";"EL";"2019-05-30 12:01:00";"si";"S2_rt,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2019-05-30 12:01:11"
