1;"Me";"2016-05-04 23:32:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";1;"FMBSt";"";"";"";"";"@";"";"EAL DLRG WE";"f";"";"Test";"2016-05-04 23:32:00";"FMBSt";"";"";"2016-05-04 23:32:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-04 23:31:59"
2;"Fe";"2016-05-05 09:14:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";2;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"11. WRZ in St&auml;rke 1/10/37//48  Standort Sammelraum Zum Autohof 4 in Porta. an EAL &uuml;bergeben";"2016-05-05 09:14:00";"KooSt";"";"";"2016-05-05 09:23:00";"si";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 09:23:13"
3;"Fu";"2016-05-05 12:29:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";3;"WRZ 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Beginnt mit Auftrag.";"2016-05-05 12:29:00";"WRZ 6";"";"";"2016-05-05 12:33:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 12:33:18"
4;"Fe";"2016-05-05 12:54:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";4;"KoordSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Schule Ankunft St&auml;rke 0-0-4 \
zum Essen";"2016-05-05 12:54:00";"KoordSt";"";"";"2016-05-05 12:56:00";"si";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 12:56:19"
5;"Fu";"2016-05-05 12:55:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";5;"WRZ 5 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"REAL LAGE\
\
Betrunkene Person nicht Ansprechbar an der Abfahrt B65 zum W&Uuml;P ";"2016-05-05 12:55:00";"WRZ 5 Kdow";"";"";"2016-05-05 12:57:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 12:57:06"
6;"Fu";"2016-05-05 12:57:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";6;"WRZ 5 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"REAL Lage hat sich erleidgt\
\
Person wieder ansprechbar.\
Kein Rettungsmittel erforderlich";"2016-05-05 12:57:00";"WRZ 5 KdoW";"";"";"2016-05-05 12:58:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 12:58:15"
7;"Fu";"2016-05-05 12:58:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";7;"WRZ 01 KdoW 01";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Log Einheit hat wieder angeschlossen. Sind wieder in Normalst&auml;rke";"2016-05-05 12:58:00";"WRZ 01 KdoW 01";"";"";"2016-05-05 12:58:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 12:58:28"
8;"Fu";"2016-05-05 13:03:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";8;"WRZ 5 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 5 wieder vollst&auml;ndig\
\
Aktuelle St&auml;rke\
1/10/36//47";"2016-05-05 13:03:00";"WRZ 5 KdoW";"";"";"2016-05-05 13:08:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 13:08:14"
9;"Fu";"2016-05-05 13:07:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";9;"WRZ 11 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 11 an der Unterkunft eingetroffen\
\
St&auml;rke\
1/10/37//48";"2016-05-05 13:07:00";"WRZ 11 KdoW";"";"";"2016-05-05 13:08:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 13:08:03"
10;"";"0000-00-00 00:00:00";"";"2016-05-05 13:30:00";"";"2016-05-05 13:34:00";"fm2";"A";10;"";"";"";"";"";"";"";"7. WRZ";"f";"";"Funkger&auml;tepr&uuml;fung\
\
Sofern noch nicht erfolgt, Fahrzeugf&uuml;hrer zum Fahrzeug.";"2016-05-05 13:30:00";"EAL DLRG WE";"s2";"S2";"2016-05-05 13:39:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 13:39:35"
11;"";"0000-00-00 00:00:00";"";"2016-05-05 13:30:00";"";"2016-05-05 13:34:00";"fm2";"A";11;"";"";"";"";"";"";"";"11. WRZ";"f";"";"Funkger&auml;tepr&uuml;fung\
\
Sofern noch nicht erfolgt, Fahrzeugf&uuml;hrer zum Fahrzeug.";"2016-05-05 13:30:00";"EAL DLRG WE";"s2";"S2";"2016-05-05 13:39:00";"si";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2016-05-05 13:39:29"
