1;"Fu";"2022-05-26 07:58:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";1;"Leiter V";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Leiter V mit KdoW aus COE auf dem Weg in den Sammelraum nach D&uuml;lmen.\
\
0/0/0/3//3";"2022-05-26 07:58:00";"FmBSt";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
2;"Fu";"2022-05-26 08:33:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";2;"Pelikan Westfalen";"";"";"";"";"";"";"Alle";"f";"";"Anmeldung im Funkverkehrskreis.\
Einsatzbereitschaft ist hergestellt.";"2022-05-26 08:33:00";"Pelikan Westfalen";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
3;"Fu";"2022-05-26 08:46:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";3;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Meldet St&auml;rke\
1/8/29//38";"2022-05-26 08:46:00";"WRZ 7";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
4;"Fu";"2022-05-26 08:54:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";4;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Zugf&uuml;hrer hat Zug &uuml;bernommen\
2/9/37//48";"2022-05-26 08:54:00";"WRZ 1";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
5;"";"0000-00-00 00:00:00";"";"2022-05-26 08:57:00";"";"2022-05-26 09:13:00";"fm2";"A";5;"";"";"";"";"";"";"eee";"Kreisleitstelle Recklinghausen";"f";"";"Information an die Kreisleistelle Recklinghausen: \
\
Bitte 2 Eins&auml;tze im System anlegen:\
\
Einsatz (Szenario) Flaesheim: WRZ 01 2/9/37//48 - Anfahrt &uuml;ber BAB43 \
Abfahrt im Sammelraum D&uuml;lmen 260955Mai2022\
\
Einsatz (Szenario) Silbersee 2: WRZ 09 1/10/37//48 - mit SoSi\
Abfahrt im Sammelraum D&uuml;lmen 261000Mai2022\
\
";"2022-05-26 08:57:00";"EAL DLRG WE";"bvi";"EL";"0000-00-00 00:00:00";"";"S2_rt,EL_gn";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"2022-05-26 09:13:33"
6;"";"0000-00-00 00:00:00";"";"2022-05-26 08:57:00";"";"2022-05-26 09:17:00";"fm2";"A";6;"";"";"";"";"";"";"eee";"Kreisleitstelle Recklinghausen";"f";"";"Information an die Kreisleistelle Recklinghausen: \
\
Bitte 2 Eins&auml;tze im System anlegen:\
\
Einsatz (Szenario) Flaesheim: WRZ 01 2/9/37//48 - Anfahrt &uuml;ber BAB43 \
Abfahrt im Sammelraum D&uuml;lmen 260955Mai2022\
\
Einsatz (Szenario) Silbersee 2: WRZ 09 1/10/37//48 - mit SoSi\
Abfahrt im Sammelraum D&uuml;lmen 261000Mai2022\
\
";"2022-05-26 08:57:00";"EAL DLRG WE";"bvi";"EL";"0000-00-00 00:00:00";"";"S2_rt,EL_gn";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"2022-05-26 09:17:16"
7;"";"0000-00-00 00:00:00";"";"2022-05-26 08:58:00";"";"2022-05-26 09:17:00";"fm2";"A";7;"";"";"";"";"";"";"eee";"Kreisleitstelle Recklinghausen";"f";"";"Information an die Kreisleistelle Recklinghausen: \
\
Bitte 2 Eins&auml;tze im System anlegen:\
\
Einsatz (Szenario) Flaesheim: WRZ 01 2/9/37//48 - Anfahrt &uuml;ber BAB43 \
Abfahrt im Sammelraum D&uuml;lmen 260955Mai2022\
\
Einsatz (Szenario) Silbersee 2: WRZ 09 1/10/37//48 - mit SoSi\
Abfahrt im Sammelraum D&uuml;lmen 261000Mai2022\
\
";"2022-05-26 08:58:00";"EAL DLRG WE";"bvi";"EL";"0000-00-00 00:00:00";"";"S2_rt,EL_gn";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"2022-05-26 09:17:19"
8;"Fu";"2022-05-26 09:00:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";8;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"1/9/33//43";"2022-05-26 09:00:00";"WRZ 2";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
9;"Fe";"2022-05-26 09:17:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";9;"Leitstelle RE";"";"";"";"";"";"";"EAL DLRG WE  EL";"f";"";"Leitstelle Recklinghausen &uuml;ber die beiden Eins&auml;tze informiert:\
Einsatznummern:\
\
Szenario 1 Flaesheim: 79973\
\
Szenario 2 Silbersee II: 79974\
\
Rufnummer der KLS RE 02361/93940\
\
Zitat: von A 5 \
&quot;Information an die Kreisleistelle Recklinghausen: \
\
Bitte 2 Eins&auml;tze im System anlegen:\
\
Einsatz (Szenario) Flaesheim: WRZ 01 2/9/37//48 - Anfahrt &uuml;ber BAB43 \
Abfahrt im Sammelraum D&uuml;lmen 260955Mai2022\
\
\
\
Einsatz (Szenario) Silbersee 2: WRZ 09 1/10/37//48 - mit SoSi\
Abfahrt im Sammelraum D&uuml;lmen 261000Mai2022\
\
&quot;\
";"2022-05-26 09:17:00";"Kreisleitstelle Recklinghausen";"bvi";"EL";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
10;"Fu";"2022-05-26 09:21:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";10;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Ben&ouml;tigt 3 Digitalfunkger&auml;te";"2022-05-26 09:21:00";"WRZ 2";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
11;"Fu";"2022-05-26 09:43:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";11;"Leiter V";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Leiter V zur&uuml;ck in Polizeischule";"2022-05-26 09:43:00";"Leiter V";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
12;"Fu";"2022-05-26 10:04:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";12;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 2 ist in voller St&auml;rke vom Sammelraum zum Bereitstellungsraum.";"2022-05-26 10:04:00";"WRZ 2";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
13;"Fu";"2022-05-26 10:05:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";13;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"verlegt in Zugst&auml;rke in den Bereitstellungsraum";"2022-05-26 10:05:00";"WRZ 7";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
14;"Fu";"2022-05-26 10:06:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";14;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 1 ist aus dem Sammelraum abger&uuml;ckt";"2022-05-26 10:06:00";"WRZ 1";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
15;"Fu";"2022-05-26 10:11:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";15;"WRZ9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Auf dem Weg ins Einsatzgebiet";"2022-05-26 10:11:00";"WRZ9";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
16;"";"0000-00-00 00:00:00";"";"2022-05-26 10:14:00";"";"2022-05-26 11:04:00";"fm1";"A";16;"";"";"";"";"";"@";"eee";"Empf‰nger gem‰ﬂ Lagemeldung";"f";"";"Lagemeldung liegt im Ordner F:\01_f&uuml;r_Alle&Uuml;bung 2022Lagemeldungen.\
Diese bitte umgehend and Verteiler gem&auml;&szlig;e Meldung per Mail versenden und den Lagedienst der Leitstellen telefonisch kontaktieren. ";"2022-05-26 10:14:00";"EAL DLRG WE";"bvc";"EL";"2022-05-26 11:04:00";"fm1";"S2_rt,EL_gn,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:04:05"
17;"";"0000-00-00 00:00:00";"";"2022-05-26 10:20:00";"";"2022-05-26 10:21:00";"fm3";"A";17;"";"";"";"";"";"";"";"FmBSt";"f";"";"Ben&ouml;tigen Schnellwahl-Nummer f&uuml;r die TMO-Gruppe S03 f&uuml;r S4.";"2022-05-26 10:20:00";"EAL DLRG WE";"dk";"S1S4";"0000-00-00 00:00:00";"";"S2_rt,S1S4_gn";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"2022-05-26 10:21:10"
